real_FFT_mean,real_FFT_std,real_FFT_max,real_FFT_min,real_FFT_5quantile,real_FFT_25quantile,real_FFT_75quantile,real_FFT_95quantile,real_FFT_99quantile,Abs_real_FFT_5quantile,Abs_real_FFT_25quantile,Abs_real_FFT_75quantile,Abs_real_FFT_95quantile,Abs_real_FFT_99quantile,img_FFT_mean,img_FFT_std,img_FFT_max,img_FFT_min,img_FFT_5quantile,img_FFT_25quantile,img_FFT_75quantile,img_FFT_95quantile,img_FFT_99quantile,Abs_img_FFT_5quantile,Abs_img_FFT_25quantile,Abs_img_FFT_75quantile,Abs_img_FFT_95quantile,Abs_img_FFT_99quantile
12.000000000000004,2349.811481800189,732617.0,-20121.154171234855,-1622.8318355425379,-479.4549122494602,495.00001489874046,1620.809806981757,4435.6024550323045,43.0664656726393,222.95775522035987,911.9429118949499,2541.0052879834284,6061.493878781766,-1.0671404500802358e-15,1399.8546353103952,23432.71943271804,-23432.719432718044,-1605.470155678324,-482.48988898905554,482.4898889890559,1605.4701556783243,4405.696651032237,44.3564558612219,221.17214142296703,902.4464877553498,2541.286198619193,6026.272472614808
4.999999999999998,2566.0322484333665,708865.0,-31056.67507643758,-1866.865973059095,-505.6799858651773,497.538636969563,1880.1880040853089,5963.507327490361,44.059513365357255,228.27451466160082,954.2633316742726,3350.268727844701,8237.61765080849,7.033425693710645e-16,1810.3122658812208,27236.18058607375,-27236.180586073755,-1859.55996616446,-498.11685335727844,498.1168533572784,1859.5599661644592,6167.3353856631265,43.699723989003566,225.44088622787177,962.00640682518,3352.459227909049,8313.22581074109
5.0,2683.5490493001985,735959.0,-27654.557067499525,-1939.9649879743288,-501.23831036623545,500.4944694509636,1963.0270882413379,6442.726128133838,44.4542675827094,229.3010404847559,962.6527708393903,3644.7280003058613,8749.04675122708,-1.2611659864584605e-15,1921.2205755716857,30073.49706617118,-30073.497066171178,-1944.0640619786052,-504.60618287789,504.6061828778918,1944.0640619786006,6505.967037354493,43.93469099608785,231.64190211028478,963.1814537888467,3673.0279154573705,8757.168891617823
5.000000000000003,2685.7885248098,735336.0,-25622.39360378518,-1933.1846645429307,-495.4438671896321,506.3676854830719,1878.8019206313313,6211.900470468763,43.595092466938986,227.93178176817668,959.2476742963728,3490.2882377226997,8521.298118273662,-9.701276818911235e-16,1891.8263662397774,27380.321470623545,-27380.321470623545,-1889.301740643289,-499.06360765593143,499.0636076559296,1889.3017406432866,6304.333597426407,44.196261406466995,227.58444440972733,957.0895630864036,3515.577330956289,8450.627559837612
12.000000000000004,2761.7157710379975,736308.0,-26271.07511696339,-1983.8731358951845,-493.04393072089147,503.81775561145963,2005.173493409397,7291.262605206093,44.14236682291137,227.85924005291247,958.8852233903361,4048.397227485034,9426.997901160401,2.9103830456733706e-16,1995.742969422666,27503.045279851925,-27503.045279851925,-1965.8675765253845,-500.22078611085715,500.2207861108573,1965.8675765253822,7236.5308380290235,43.87906415860008,225.52567840636587,958.8577815744711,3996.6470326586814,9482.175502605323
14.0,2420.9680914873707,737027.0,-24168.43545013464,-1665.7425506898871,-480.5545352330187,496.4041617059896,1673.187556005048,4863.638525765982,43.4714462992251,224.0331664258943,925.8376883709775,2715.8625904085993,6672.633027957958,-1.940255363782247e-16,1479.700814354037,23231.974471687237,-23231.974471687234,-1676.0335954558036,-489.5781638468574,489.57816384685776,1676.0335954557995,4761.3089281346065,43.0912333344496,222.93946821120142,923.5089789637792,2724.9277919125393,6436.740765210909
-1.6249638671676318e-15,2437.523640910996,728349.0,-23876.893136299157,-1741.2838695179516,-500.24127520446075,485.6452485758847,1697.2612769869397,5025.247510436497,43.29598979304817,223.52430809639174,932.4039826215799,2821.6054634859147,6824.568538630165,-1.940255363782247e-16,1564.5323582463866,25321.678935109194,-25321.678935109194,-1730.8846403685366,-491.86941050763596,491.86941050763625,1730.8846403685359,5031.376546904456,44.17671636656782,225.04665806351306,931.7483100569609,2834.7847619948116,6878.483687158447
3.0000000000000036,2361.259303846149,675814.0,-25427.49945221276,-1784.1348502969042,-494.10324682496855,492.7162765147921,1778.5217058994638,5322.07913164343,44.011052646371255,227.43178635505598,938.8535719848637,3086.372570230127,7077.244670469141,1.2005330063402653e-15,1615.715785650434,26053.886297359102,-26053.886297359106,-1790.5058156880814,-493.5481558612454,493.54815586124386,1790.5058156880802,5341.181386244649,44.05194243277565,223.14799833677313,937.2201833306194,3117.6422480132073,7106.497040595844
1.0000000000000022,2805.3034595209124,707675.0,-34542.22758103536,-1958.106836656727,-505.88003089539825,497.86771494644375,1945.8455775292762,7041.134266941824,44.15670995486681,228.84536665385733,957.8794304842806,3718.891216417191,9765.441842151498,4.486840528746446e-16,2137.915924446048,42770.33353773454,-42770.333537734536,-1971.8459627179654,-505.401097947085,505.4010979470844,1971.8459627179636,7101.818370699131,44.48113588568669,230.5038613990797,968.5865474928843,3779.3834951688054,9725.540089122478
5.000000000000003,2620.173753780463,709644.0,-23173.271871617395,-1991.0628912939424,-500.9288645360619,501.3389094373079,1980.3612390926296,6468.388682052027,43.74685675182779,229.01398694177868,969.6821343503325,3668.2130216290298,8605.365365679445,1.940255363782247e-16,1900.9677798426778,26306.81571937878,-26306.81571937878,-2023.3100929986638,-502.4302567245933,502.43025672459373,2023.3100929986547,6619.120398758852,45.37078934116843,229.2362590294143,976.1114282092308,3669.047029894573,8751.437116295194
3.0000000000000004,2452.427165075448,687431.0,-22196.36612096636,-1823.9264021351796,-493.60357236191595,492.67613303396803,1851.8624881836877,5829.784394239428,45.09425571922279,223.43887839321937,945.2066922528988,3296.09727586155,7794.748939868907,1.940255363782247e-16,1680.1080322407843,20564.806427981104,-20564.806427981104,-1831.0279709416934,-497.5265501590145,497.52655015901405,1831.0279709416907,5870.443341338422,44.484771732329925,227.04034888297497,948.2470846011871,3299.7783848300733,7726.544942652704
